"Name","Straße","PLZ","Ort","Bundesland","Type","Jahr","Titel","Ortsteil","id"
"Fichtelgebirgsrealschule","","","Marktredwitz","Bayern","Programm","","Be smart - don't Start","","7"
"Freies Gymnasium","","","Rangsdorf","Brandenburg","Programm","","Be smart - don't Start","","6"
"Oberschule Seifhennersdorf","","","Seifhennersdorf","Sachsen","Programm","","Be smart - don't Start","","4"
"Karl-von-Lutzenberger Realschule","","","Zülpich","Nordrhein Westphalen","Programm","","Be smart - don't Start","","12"
"Elbschule","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Luitpold-Gymnasium","","","München","Bayern","Programm","","Be smart - don't Start","","370"
"Friedrich-Uhlmann-Schule","","","Laupheim","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Auguste Viktoria Schule","","","Itzehoe","Schleswig Holstein","Programm","","Be smart - don't Start","","15"
"Christian-Timm-Schule","","","Rendsburg","Schleswig Holstein","Programm","","Be smart - don't Start","","17"
"Sperlingsbergschule","","","Kirchberg","Sachsen","Programm","","Be smart - don't Start","","32"
"Nicolaus-Kistner-Gymnasium","","","Mosbach","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Gemeinschaftsschule West","","","Tübingen","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Gymnasium Bornbrook","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Markgräfler Gymnasium","","","Müllheim","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Realschule Vohwinkel","","","Wuppertal","Nordrhein Westphalen","Programm","","Be smart - don't Start","","110"
"Beethoven-Oberschule","","","Berlin","Berlin","Programm","","Be smart - don't Start","","1305"
"Realschule am Stadtpark","","","Schwerte","Nordrhein Westphalen","Programm","","Be smart - don't Start","","16"
"Priv. Theresianum-Gymnasium","","","Mainz","Rheinland Pfalz","Programm","","Be smart - don't Start","","3"
"Elisabethenschule","","","Frankfurt a. M.","Hessen","Programm","","Be smart - don't Start","","0"
"Städt. Gymnasium Odenkirchen","","","Mönchengladbach","Nordrhein Westphalen","Programm","","Be smart - don't Start","","77"
"Freiherr-vom-Stein-Gymnasium","","","Kleve","Nordrhein Westphalen","Programm","","Be smart - don't Start","","18"
"Gottfried-von-Spitzenberg-Schule","","","Kuchen","Baden-Württemberg","Programm","","Be smart - don't Start","","1"
"Gesamtschule Xanten-Sonsbeck","","","Xanten","Nordrhein Westphalen","Programm","","Be smart - don't Start","","4"
"Bischöfliches Gymnasium Johanneum","","","Ostbevern","Nordrhein Westphalen","Programm","","Be smart - don't Start","","4"
"Gymnasium II im Ellental","","","Bietigheim-Bissingen","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Stadtteilschule Flottbek","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Freiherr-vom-Stein-Schule","","","Wetzlar","Hessen","Programm","","Be smart - don't Start","","0"
"Oberland-Gymnasium","","","Seifhennersdorf","Sachsen","Programm","","Be smart - don't Start","","4"
"Richard-Wossidlo-Gymnasium","","","Waren (Müritz)","Mecklenburg-Vorpommern","Programm","","Be smart - don't Start","","6"
"Oberschule Melle-Neuenkirchen","","","Melle","Niedersachsen","Programm","","Be smart - don't Start","","24"
"Städt. Realschule","","","Düren","Nordrhein Westphalen","Programm","","Be smart - don't Start","","39"
"Walther-Rathenau-Gymnasium","","","Berlin","Berlin","Programm","","Be smart - don't Start","","1305"
"Emil-Barth-Schule","","","Haan","Nordrhein Westphalen","Programm","","Be smart - don't Start","","11"
"Gemeinschaftsschule Reinbek","","","Reinbek","Schleswig Holstein","Programm","","Be smart - don't Start","","8"
"Heinrich-Campendonk-Realschule","","","Penzberg","Bayern","Programm","","Be smart - don't Start","","7"
"Kardinal-von-Galen-Gymnasium","","","Münster","Nordrhein Westphalen","Programm","","Be smart - don't Start","","122"
"Städt. Realschule Blomberg","","","Blomberg","Nordrhein Westphalen","Programm","","Be smart - don't Start","","10"
"Städtisches von-Müller-Gymnasium","","","Regensburg","Bayern","Programm","","Be smart - don't Start","","63"
"Welfen-Gymnasium","","","Ravensburg","Baden-Württemberg","Programm","","Be smart - don't Start","","1"
"Röntgen-Gymnasium","","","Würzburg","Bayern","Programm","","Be smart - don't Start","","57"
"Kronberg-Gymnasium","","","Aschaffenburg","Bayern","Programm","","Be smart - don't Start","","31"
"Gemeinschaftsschule Lecker Au","","","Leck","Schleswig Holstein","Programm","","Be smart - don't Start","","4"
"Hanseschule","","","Attendorn","Nordrhein Westphalen","Programm","","Be smart - don't Start","","11"
"Integrierte Gesamtschule Lilienthal","","","Lilienthal","Niedersachsen","Programm","","Be smart - don't Start","","9"
"Maria-Ward-Realschule","","","Eichstätt","Bayern","Programm","","Be smart - don't Start","","10"
"Grundschule am Ritterfeld","","","Berlin","Berlin","Programm","","Be smart - don't Start","","1305"
"Peter-Ustinov-Schule","","","Eckernförde","Schleswig Holstein","Programm","","Be smart - don't Start","","10"
"Integrierte Gesamtschule","","","Mannheim","Baden-Württemberg","Programm","","Be smart - don't Start","","1"
"Oberschule Harpstedt","","","Harpstedt","Niedersachsen","Programm","","Be smart - don't Start","","3"
"Hillerschule","","","Steinheim am Albuch","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Johann-Turmair-Realschule","","","Abensberg","Bayern","Programm","","Be smart - don't Start","","7"
"Sechslindenschule","","","Pfullendorf","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Stadtteilschule Bergstedt","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Engelbert-Kaempfer-Gymnasium","","","Lemgo","Nordrhein Westphalen","Programm","","Be smart - don't Start","","19"
"Tagore-Gymnasium","","","Berlin","Berlin","Programm","","Be smart - don't Start","","1305"
"Gemeinschaftsschule Achter de Weiden","","","Schenefeld","Schleswig Holstein","Programm","","Be smart - don't Start","","6"
"Käthe-Kollwitz-Gesamtschule","","","Mühlenbecker Land/OT Mühlenbeck","Brandenburg","Programm","","Be smart - don't Start","","2"
"Geschwister-Scholl-Schule","","","Bergheim","Nordrhein Westphalen","Programm","","Be smart - don't Start","","24"
"Gymnasium Am Rotenbühl","","","Saarbrücken","Saarland","Programm","","Be smart - don't Start","","1"
"Carl-Friedrich-Gauß-Gymnasium","","","Frankfurt (Oder)","Brandenburg","Programm","","Be smart - don't Start","","19"
"Graf-Bernhard-Schule","","","Lippstadt","Nordrhein Westphalen","Programm","","Be smart - don't Start","","29"
"Andert-Oberschule","","","Ebersbach-Neugersdorf","Sachsen","Programm","","Be smart - don't Start","","7"
"Edith-Stein-Schule","","","Wegberg","Nordrhein Westphalen","Programm","","Be smart - don't Start","","8"
"Ganztagsschule Pestalozzi","","","Lübbenau/Spreewald","Brandenburg","Programm","","Be smart - don't Start","","8"
"Oberschule Rockwinkel","","","Bremen","Bremen","Programm","","Be smart - don't Start","","175"
"Bismarckschule","","","Elmshorn","Schleswig Holstein","Programm","","Be smart - don't Start","","15"
"Uhland-Realschule","","","Göppingen","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Marie-Curie-Gymnasium","","","Dresden","Sachsen","Programm","","Be smart - don't Start","","297"
"Gesamtschule Hennef-West","","","Hennef (Sieg)","Nordrhein Westphalen","Programm","","Be smart - don't Start","","21"
"Städt. Realschule","","","Erkrath","Nordrhein Westphalen","Programm","","Be smart - don't Start","","12"
"Anna-Schmidt-Schule","","","Frankfurt","Hessen","Programm","","Be smart - don't Start","","37"
"Theodor-Heuss-Schule","","","Brackenheim","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Städt. Gem. Hauptschule Kirschhecke","","","Mönchengladbach","Nordrhein Westphalen","Programm","","Be smart - don't Start","","77"
"Erich-Viehweg-Oberschule","","","Frankenberg/Sa.","Sachsen","Programm","","Be smart - don't Start","","4"
"Humboldt-Gymnasium","","","Potsdam","Brandenburg","Programm","","Be smart - don't Start","","78"
"Elly-Heuss-Knapp-Schule","","","Gütersloh","Nordrhein Westphalen","Programm","","Be smart - don't Start","","37"
"Albert-Schweitzer-Schule","","","Hamm","Nordrhein Westphalen","Programm","","Be smart - don't Start","","99"
"Integrierte Gesamtschule Osterholz-Scharmbeck","","","Osterholz-Scharmbeck","Niedersachsen","Programm","","Be smart - don't Start","","17"
"Carl-von-Ossietzky-Gymnasium","","","Bonn","Nordrhein Westphalen","Programm","","Be smart - don't Start","","112"
"Theodor-Heuss-Gymnasium","","","Mühlacker","Baden-Württemberg","Programm","","Be smart - don't Start","","1"
"Schule an der Sieg","","","Eitorf","Nordrhein Westphalen","Programm","","Be smart - don't Start","","9"
"Schule Königin-Luise-Stiftung","","","Berlin","Berlin","Programm","","Be smart - don't Start","","1305"
"Gesamtschule Lohmar","","","Lohmar","Nordrhein Westphalen","Programm","","Be smart - don't Start","","10"
"Freie Gemeinschaftsschule","","","Quickborn","Schleswig Holstein","Programm","","Be smart - don't Start","","8"
"Städt. Sekundarschule Ahlen","","","Ahlen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","20"
"Johann-Andreas-Schmeller-Realschule","","","Ismaning","Bayern","Programm","","Be smart - don't Start","","5"
"Hans-Ehrenberg-Schule","","","Bielefeld","Nordrhein Westphalen","Programm","","Be smart - don't Start","","117"
"Inetrierte Gesamtschule Eschersheim","","","Frankfurt a. M.","Hessen","Programm","","Be smart - don't Start","","0"
"Nelson-Mandela-Schule","","","Rheine","Nordrhein Westphalen","Programm","","Be smart - don't Start","","34"
"Gymnasium I im Ellental","","","Bietigheim-Bissingen","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Käthe-Kollwitz-Gymnasium","","","Zwickau","Sachsen","Programm","","Be smart - don't Start","","66"
"Ferdinand-Porsche-Schule","","","Weissach","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Gymnasium Langen","","","Langen","Niedersachsen","Programm","","Be smart - don't Start","","102"
"Staatliche Realschule Neusäß","","","Neusäß","Bayern","Programm","","Be smart - don't Start","","8"
"Ostalb-Gymnasium","","","Bopfingen","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Birger-Forell-Sekundarschule","","","Espelkamp","Nordrhein Westphalen","Programm","","Be smart - don't Start","","11"
"Jakob-Ihrler-Schule","","","Ihrlerstein","Bayern","Programm","","Be smart - don't Start","","1"
"Uhlandschule","","","Marbach am Neckar","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Oberschule Mitte","","","Radebeul","Sachsen","Programm","","Be smart - don't Start","","15"
"Richard-Hallmann-Schule","","","Trappenkamp","Schleswig Holstein","Programm","","Be smart - don't Start","","2"
"Hauptschule-und Realschule Twistringen","","","Twistringen","Niedersachsen","Programm","","Be smart - don't Start","","4"
"Jacob-Struve-Schule","","","Horst","Schleswig Holstein","Programm","","Be smart - don't Start","","19"
"Evangelisches Gymnasium","","","Neuruppin","Brandenburg","Programm","","Be smart - don't Start","","19"
"Singbergschule","","","Wölfersheim","Hessen","Programm","","Be smart - don't Start","","0"
"Oberschule ""Katharina Peters""","","","Zwönitz","Sachsen","Programm","","Be smart - don't Start","","6"
"Privatschule Düsternbrook eG","","","Kiel","Schleswig Holstein","Programm","","Be smart - don't Start","","68"
"Gemeinschaftsschule Brunsbüttel","","","Brunsbüttel","Schleswig Holstein","Programm","","Be smart - don't Start","","5"
"Albrecht-Dürer-Realschule","","","Dortmund","Nordrhein Westphalen","Programm","","Be smart - don't Start","","179"
"Klaus-Harms-Schule","","","Kappeln","Schleswig Holstein","Programm","","Be smart - don't Start","","4"
"Realschule St. Josef","","","Bad Honnef","Nordrhein Westphalen","Programm","","Be smart - don't Start","","11"
"Leintal-Realschule","","","Schwaigern","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Raichberg-Realschule","","","Ebersbach an der Fils","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Hirscheckschule","","","Heidenheim an der Brenz","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Gymnasium Wellingdorf","","","Kiel","Schleswig Holstein","Programm","","Be smart - don't Start","","68"
"Gemeinschaftsschule","","","Billerbeck","Nordrhein Westphalen","Programm","","Be smart - don't Start","","3"
"Gymnasium am Markt","","","Achim","Niedersachsen","Programm","","Be smart - don't Start","","12"
"Amos-Comenius-Gymnasium","","","Bonn","Nordrhein Westphalen","Programm","","Be smart - don't Start","","112"
"Seewiesenschule","","","Esslingen am Neckar","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Städt. Thomas-Edison-Realschule","","","Düsseldorf","Nordrhein Westphalen","Programm","","Be smart - don't Start","","179"
"Werdenfels-Gymnasium","","","Garmisch-Partenkirchen","Bayern","Programm","","Be smart - don't Start","","10"
"Philipp-Melanchthon-Gymnasium","","","Herzberg (Elster)","Brandenburg","Programm","","Be smart - don't Start","","6"
"Marion-Dönhoff-Gymnasium","","","Nienburg","Niedersachsen","Programm","","Be smart - don't Start","","22"
"Leibniz-Gymnasium","","","Altdorf","Bayern","Programm","","Be smart - don't Start","","9"
"Gymnasium Altenholz","","","Altenholz","Schleswig Holstein","Programm","","Be smart - don't Start","","4"
"Staatliche Realschule Vaterstetten","","","Baldham","Bayern","Programm","","Be smart - don't Start","","4"
"Staatliche Realschule Schöllnach","","","Schöllnach","Bayern","Programm","","Be smart - don't Start","","4"
"Stiftland-Gymnasium","","","Tirschenreuth","Bayern","Programm","","Be smart - don't Start","","4"
"Alexander-von-Humboldt-Realschule","","","Siegburg","Nordrhein Westphalen","Programm","","Be smart - don't Start","","21"
"Leonardo da Vinci Sekundarschule","","","Overath","Nordrhein Westphalen","Programm","","Be smart - don't Start","","10"
"Oberschule Hohenkirchen","","","Wangerland","Niedersachsen","Programm","","Be smart - don't Start","","4"
"Gymnasium Sottrum","","","Sottrum","Niedersachsen","Programm","","Be smart - don't Start","","4"
"Gutenbergschule","","","Göllheim","Rheinland Pfalz","Programm","","Be smart - don't Start","","0"
"Städt. Realschule Herkenrath","","","Bergisch Gladbach","Nordrhein Westphalen","Programm","","Be smart - don't Start","","45"
"Else-Lasker-Schüler-Gesamtschule","","","Wuppertal","Nordrhein Westphalen","Programm","","Be smart - don't Start","","110"
"Städt. Comenius-Gymnasium","","","Düsseldorf","Nordrhein Westphalen","Programm","","Be smart - don't Start","","179"
"Integrierte Gesamtschule Aurich-West","","","Aurich","Niedersachsen","Programm","","Be smart - don't Start","","26"
"Otto-Nagel-Gymnasium","","","Berlin","Berlin","Programm","","Be smart - don't Start","","1305"
"Mörike-Realschule","","","Mühlacker","Baden-Württemberg","Programm","","Be smart - don't Start","","1"
"Freiherr-vom-Stein-Gymnasium","","","Bünde","Nordrhein Westphalen","Programm","","Be smart - don't Start","","17"
"Oberschule an der Egge","","","Bremen","Bremen","Programm","","Be smart - don't Start","","175"
"Ravensberger Gymnasium","","","Herford","Nordrhein Westphalen","Programm","","Be smart - don't Start","","33"
"Sophie-Scholl-Schule","","","Flörsheim am Main","Hessen","Programm","","Be smart - don't Start","","0"
"Pückler-Gymnasium","","","Cottbus","Brandenburg","Programm","","Be smart - don't Start","","37"
"Barnim-Gymnasium","","","Bernau bei Berlin","Brandenburg","Programm","","Be smart - don't Start","","17"
"Anne-Frank-Gymnasium","","","Werne","Nordrhein Westphalen","Programm","","Be smart - don't Start","","38"
"Städt. Realschule Hochdahl","","","Erkrath","Nordrhein Westphalen","Programm","","Be smart - don't Start","","12"
"Gesamtschule Niederzier/Merzenich","","","Merzenich","Nordrhein Westphalen","Programm","","Be smart - don't Start","","3"
"Marienschule Opladen","","","Leverkusen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","46"
"Georg-Götz-Schule","","","Chemnitz","Sachsen","Programm","","Be smart - don't Start","","186"
"Paul-Klee-Gymnasium","","","Overath","Nordrhein Westphalen","Programm","","Be smart - don't Start","","10"
"Mädchenrealschule der Zisterzienserinnen","","","Waldsassen","Bayern","Programm","","Be smart - don't Start","","5"
"Sekundarschule am Eichholz","","","Arnsberg","Nordrhein Westphalen","Programm","","Be smart - don't Start","","36"
"Freie Waldorfschule","","","Heidenheim an der Brenz","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Schulcampus Röbel","","","Röbel/Müritz","Mecklenburg-Vorpommern","Programm","","Be smart - don't Start","","3"
"Zugspitz-Realschule","","","Garmisch-Partenkirchen","Bayern","Programm","","Be smart - don't Start","","10"
"Ernst-Barlach-Realschule","","","Herford","Nordrhein Westphalen","Programm","","Be smart - don't Start","","33"
"Marienschule","","","Xanten","Nordrhein Westphalen","Programm","","Be smart - don't Start","","4"
"Gustav-Heinemann-Schule","","","Duisburg","Nordrhein Westphalen","Programm","","Be smart - don't Start","","149"
"Mittelschule Marktheidenfeld","","","Marktheidenfeld","Bayern","Programm","","Be smart - don't Start","","8"
"Geschwister-Scholl-Schule","","","Bensheim","Hessen","Programm","","Be smart - don't Start","","0"
"Theodor-Heuss-Gymnasium","","","Wolfenbüttel","Niedersachsen","Programm","","Be smart - don't Start","","25"
"Gymnasium Rahlstedt","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Feudenheim-Gymnasium","","","Mannheim","Baden-Württemberg","Programm","","Be smart - don't Start","","1"
"Sekundarschule Olsberg","","","Olsberg","Nordrhein Westphalen","Programm","","Be smart - don't Start","","10"
"Deutschorden-Schule","","","Lauchheim","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Gymnasium ""Friedrich Anton von Heinitz""","","","Rüdersdorf bei Berlin","Brandenburg","Programm","","Be smart - don't Start","","3"
"Gemeinschaftsschule Probstei","","","Schönberg","Schleswig Holstein","Programm","","Be smart - don't Start","","9"
"Strausberg-Gymnasium","","","Strausberg","Brandenburg","Programm","","Be smart - don't Start","","14"
"Hans-Grüninger-Gymnasium","","","Markgröningen","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Siebenpfeiffer-Gymnasium Kusel","","","Kusel","Rheinland Pfalz","Programm","","Be smart - don't Start","","0"
"Altes Kurfürstliches Gymnasium","","","Bensheim","Hessen","Programm","","Be smart - don't Start","","0"
"Justus-von-Liebig-Schule","","","Moers","Nordrhein Westphalen","Programm","","Be smart - don't Start","","31"
"Werratalschule","","","Heringen","Hessen","Programm","","Be smart - don't Start","","2"
"Martin-Luther-King-Gesamtschule","","","Dortmund","Nordrhein Westphalen","Programm","","Be smart - don't Start","","179"
"Städt. Gem. Hauptschule","","","Gelsenkirchen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","83"
"Aventinus-Mittelschule","","","Abensberg","Bayern","Programm","","Be smart - don't Start","","7"
"Frankenwald-Gymnasium","","","Kronach","Bayern","Programm","","Be smart - don't Start","","15"
"Hermann-Löns-Schule","","","Kiel","Schleswig Holstein","Programm","","Be smart - don't Start","","68"
"Realschule Heessen","","","Hamm","Nordrhein Westphalen","Programm","","Be smart - don't Start","","99"
"Städt. Gemeinschaftshauptschule","","","Düren","Nordrhein Westphalen","Programm","","Be smart - don't Start","","39"
"Porta-Coeli-Schule","","","Himmelpforten","Niedersachsen","Programm","","Be smart - don't Start","","2"
"Hauptschule Bremervörde","","","Bremervörde","Niedersachsen","Programm","","Be smart - don't Start","","8"
"Geschwister-Scholl-Schule","","","Weingarten","Baden-Württemberg","Programm","","Be smart - don't Start","","3"
"Realschule Oberaden","","","Bergkamen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","14"
"Mittelschule Merching","","","Merching","Bayern","Programm","","Be smart - don't Start","","1"
"Städtische Agnes-Bernauer-Schule","","","Augsburg","Bayern","Programm","","Be smart - don't Start","","83"
"Bertha-von-Suttner-Schule","","","Nidderau","Hessen","Programm","","Be smart - don't Start","","0"
"Städt. Realschule","","","Bergneustadt","Nordrhein Westphalen","Programm","","Be smart - don't Start","","6"
"Johannes-Kepler-Schule","","","Neuhof","Hessen","Programm","","Be smart - don't Start","","1"
"Städtische Gemeinschaftshauptschule","","","Düsseldorf","Nordrhein Westphalen","Programm","","Be smart - don't Start","","179"
"Städt. Landfermann-Gymnasium","","","Duisburg","Nordrhein Westphalen","Programm","","Be smart - don't Start","","149"
"Staatliche Realschule Kaufering","","","Kaufering","Bayern","Programm","","Be smart - don't Start","","3"
"Städt. Gymnasium Selm","","","Selm","Nordrhein Westphalen","Programm","","Be smart - don't Start","","8"
"Ilse-Löwenstein-Schule","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Galilei-Grundschule","","","Berlin","Berlin","Programm","","Be smart - don't Start","","1305"
"Geschwister-Scholl-Schule","","","Lünen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","23"
"Leibniz-Gymnasium","","","Neustadt an der Weinstraße","Rheinland Pfalz","Programm","","Be smart - don't Start","","0"
"Mittelschule Alteglofsheim-Köfering","","","Alteglofsheim","Bayern","Programm","","Be smart - don't Start","","1"
"Albert-Schweitzer-Schule","","","Alsfeld","Hessen","Programm","","Be smart - don't Start","","0"
"Don-Bosco-Schule","","","Höchstadt a.d.Aisch","Bayern","Programm","","Be smart - don't Start","","0"
"Oberschule des Friedens","","","Ehrenfriedersdorf","Sachsen","Programm","","Be smart - don't Start","","3"
"Osteschule","","","Hemmoor","Niedersachsen","Programm","","Be smart - don't Start","","5"
"Städt. Lindengymnasium","","","Gummersbach","Nordrhein Westphalen","Programm","","Be smart - don't Start","","24"
"Rudolf-Steiner-Schule Harburg","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Julius-Ambrosius-Hülße-Gymnasium","","","Dresden","Sachsen","Programm","","Be smart - don't Start","","297"
"Gymnasium in der Glemsaue","","","Ditzingen","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Ludgerus-Schule","","","Rhede","Niedersachsen","Programm","","Be smart - don't Start","","9"
"Freie Sekundarschule Burgenland ""Jan Hus""","","","Naumburg (Saale)","Sachsen Anhalt","Programm","","Be smart - don't Start","","15"
"Realschule plus Dudenhofen/Römerberg","","","Dudenhofen","Rheinland Pfalz","Programm","","Be smart - don't Start","","0"
"Humboldt-Gymnasium","","","Cottbus","Brandenburg","Programm","","Be smart - don't Start","","37"
"Städtische Gesamtschule","","","Euskirchen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","24"
"Oberschule ""Anne Frank""","","","Stauchitz","Sachsen","Programm","","Be smart - don't Start","","2"
"Goethe-Schule","","","Bochum","Nordrhein Westphalen","Programm","","Be smart - don't Start","","99"
"Gymnasium Renningen","","","Renningen","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Karlschule","","","Hamm","Nordrhein Westphalen","Programm","","Be smart - don't Start","","99"
"Realschule Berenbostel","","","Garbsen","Niedersachsen","Programm","","Be smart - don't Start","","20"
"Marienbergschule","","","Nordstemmen","Niedersachsen","Programm","","Be smart - don't Start","","3"
"Robert-Bosch-Mittelschule","","","Nürnberg","Bayern","Programm","","Be smart - don't Start","","138"
"Ludwig-Erhard-Schule","","","Waldmünchen","Bayern","Programm","","Be smart - don't Start","","4"
"Förderzentrum ""Käthe Kollwitz""","","","Freiberg","Sachsen","Programm","","Be smart - don't Start","","28"
"Gesamtschule Siegburg","","","Siegburg","Nordrhein Westphalen","Programm","","Be smart - don't Start","","21"
"Gesamtschule Marienheide","","","Marienheide","Nordrhein Westphalen","Programm","","Be smart - don't Start","","3"
"Albertus-Magnus-Gymnasium","","","Friesoythe","Niedersachsen","Programm","","Be smart - don't Start","","18"
"Arnoldischule","","","Gotha","Thüringen","Programm","","Be smart - don't Start","","26"
"Förderzentrum Danziger Straße","","","Rostock","Mecklenburg-Vorpommern","Programm","","Be smart - don't Start","","45"
"Kunigunden-Mittelschule I","","","Lauf a.d.Pegnitz","Bayern","Programm","","Be smart - don't Start","","0"
"Thomas-Morus-Realschule","","","Östringen","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Kreisgymnasium St. Ursula","","","Haselünne","Niedersachsen","Programm","","Be smart - don't Start","","7"
"Martinstorschule","","","Wangen im Allgäu","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Balthasar-Neumann-Mittelschule","","","Werneck","Bayern","Programm","","Be smart - don't Start","","2"
"Integrierte Gesamtschule Franzsches Feld","","","Braunschweig","Niedersachsen","Programm","","Be smart - don't Start","","102"
"Staatliche Kooperative Gesamtschule Am Schwemmbach","","","Erfurt","Thüringen","Programm","","Be smart - don't Start","","92"
"Johann-Daniel-Preißler-Schule","","","Nürnberg","Bayern","Programm","","Be smart - don't Start","","138"
"Oberschule Fredersdorf","","","Fredersdorf-Vogelsdorf","Brandenburg","Programm","","Be smart - don't Start","","3"
"Städtisches Luisen-Gymnasium","","","Düsseldorf","Nordrhein Westphalen","Programm","","Be smart - don't Start","","179"
"Integrierte Gesamtschule Barßel","","","Barßel","Niedersachsen","Programm","","Be smart - don't Start","","9"
"Agnes-Neuhaus-Schule","","","Gießen","Hessen","Programm","","Be smart - don't Start","","0"
"Rouanet-Gymnasium","","","Beeskow","Brandenburg","Programm","","Be smart - don't Start","","5"
"Gem. Hauptschule St. Martin","","","Goch","Nordrhein Westphalen","Programm","","Be smart - don't Start","","14"
"Städt. Gesamtschule","","","Emmerich am Rhein","Nordrhein Westphalen","Programm","","Be smart - don't Start","","11"
"Integrierte Gesamtschule Schaumburg","","","Stadthagen","Niedersachsen","Programm","","Be smart - don't Start","","12"
"Ursulinen-Gymnasium Hersel","","","Bornheim","Nordrhein Westphalen","Programm","","Be smart - don't Start","","17"
"Lise-Meitner-Realschule","","","Paderborn","Nordrhein Westphalen","Programm","","Be smart - don't Start","","57"
"Heinrich-Heine-Gesamtschule","","","Duisburg","Nordrhein Westphalen","Programm","","Be smart - don't Start","","149"
"Jean-Krämer-Schule","","","Berlin","Berlin","Programm","","Be smart - don't Start","","1305"
"Gesamtschule Haspe","","","Hagen","Nordrhein Westphalen","Programm","","Be smart - don't Start","","112"
"Scharrerschule","","","Nürnberg","Bayern","Programm","","Be smart - don't Start","","138"
"Eider-Treene-Schule","","","Tönning","Schleswig Holstein","Programm","","Be smart - don't Start","","2"
"Städtisches Gymnasium","","","Wittstock/Dosse","Brandenburg","Programm","","Be smart - don't Start","","6"
"Mörike-Gymnasium","","","Göppingen","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Peter-Henlein-Realschule","","","Nürnberg","Bayern","Programm","","Be smart - don't Start","","138"
"Carl-Spitzweg-Gymnasium","","","Germering","Bayern","Programm","","Be smart - don't Start","","10"
"Sonderpädagogisches Förderzentrum","","","Wasserburg a.Inn","Bayern","Programm","","Be smart - don't Start","","0"
"Gemeinschaftsschule Schreienesch","","","Friedrichshafen","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Städt. Gymnasium","","","Wülfrath","Nordrhein Westphalen","Programm","","Be smart - don't Start","","10"
"Geschwister-Scholl-Oberschule","","","Ruhland","Brandenburg","Programm","","Be smart - don't Start","","1"
"Schurwaldschule","","","Rechberghausen","Baden-Württemberg","Programm","","Be smart - don't Start","","0"
"Sekundarschule Thale/Nord","","","Thale","Sachsen Anhalt","Programm","","Be smart - don't Start","","12"
"Brinker Schule","","","Langenhagen","Niedersachsen","Programm","","Be smart - don't Start","","14"
"Albert-Schweitzer-Realschule","","","Dortmund","Nordrhein Westphalen","Programm","","Be smart - don't Start","","179"
"Fritz-Schumacher-Schule","","","Hamburg","Hamburg","Programm","","Be smart - don't Start","","422"
"Michael Ende-Schule","","","Olpe","Nordrhein Westphalen","Programm","","Be smart - don't Start","","21"
"Heinrich-Heine-Gesamtschule","","","Düsseldorf","Nordrhein Westphalen","Programm","","Be smart - don't Start","","179"
"Gesamtschule Wulfen","","","Dorsten","Nordrhein Westphalen","Programm","","Be smart - don't Start","","24"
"Anne-Frank-Schule","","","Linden","Hessen","Programm","","Be smart - don't Start","","130"
"Leonardo-da-Vinci-Gesamtschule","","","Potsdam","Brandenburg","Programm","","Be smart - don't Start","","78"
